service_id,freelancer_id,title,description
865,380,Tutorial/Educational Edit,Clear tutorial edit with screen recordings and annotations
866,17,Real Estate Walkthrough Edit,Smooth walkthrough edit with text overlays and music
867,919,Real Estate Walkthrough Edit,Smooth walkthrough edit with text overlays and music
868,515,Gaming Montage Editing,High energy gaming edits with effects and music sync
869,717,Cinematic Color Grade,Film-grade color correction and grading for any footage
870,665,Animation & Motion Graphics,Custom animations and motion graphics for any video
871,424,Interview Editing,Professional interview edit with lower thirds and cutaways
872,361,Tutorial/Educational Edit,Clear tutorial edit with screen recordings and annotations
873,849,Fitness Transformation Video,Before and after fitness video with energetic music
874,437,Social Media Ad Edit,Scroll-stopping social media ad with captions and CTA
875,998,Event Recap Video,Engaging event recap with highlights and graphics
876,117,Music Video Editing,Dynamic music video with beat-synced cuts and effects
877,470,Interview Editing,Professional interview edit with lower thirds and cutaways
878,383,Music Video Editing,Dynamic music video with beat-synced cuts and effects
879,567,Testimonial Video Edit,Authentic testimonial video with branding and subtitles
880,167,Fitness Transformation Video,Before and after fitness video with energetic music
881,447,Sports Highlight Reel,Fast-paced sports montage with slow-mo and effects
882,292,Interview Editing,Professional interview edit with lower thirds and cutaways
883,650,Real Estate Walkthrough Edit,Smooth walkthrough edit with text overlays and music
884,719,Testimonial Video Edit,Authentic testimonial video with branding and subtitles
885,961,Gaming Montage Editing,High energy gaming edits with effects and music sync
886,90,Gaming Montage Editing,High energy gaming edits with effects and music sync
887,92,YouTube Video Editing,"Professional YouTube editing with cuts, transitions, color correction"
888,632,Interview Editing,Professional interview edit with lower thirds and cutaways
889,107,Cinematic Color Grade,Film-grade color correction and grading for any footage
890,768,Testimonial Video Edit,Authentic testimonial video with branding and subtitles
891,950,Fitness Transformation Video,Before and after fitness video with energetic music
892,103,Animation & Motion Graphics,Custom animations and motion graphics for any video
893,516,Product Review Edit,Clean product review with graphics and call-to-action
894,826,Short Form Reels Editing,TikTok and Instagram reels with captions and effects
895,684,Real Estate Walkthrough Edit,Smooth walkthrough edit with text overlays and music
896,873,Interview Editing,Professional interview edit with lower thirds and cutaways
897,217,Documentary Editing,Story-driven documentary with interviews and B-roll
898,796,Animation & Motion Graphics,Custom animations and motion graphics for any video
899,565,Sports Highlight Reel,Fast-paced sports montage with slow-mo and effects
900,118,Corporate Promo Video,Polished corporate promo with branding and animations
901,877,Cinematic Color Grade,Film-grade color correction and grading for any footage
902,974,Gaming Montage Editing,High energy gaming edits with effects and music sync
903,360,Animation & Motion Graphics,Custom animations and motion graphics for any video
904,423,Sports Highlight Reel,Fast-paced sports montage with slow-mo and effects
905,8,Tutorial/Educational Edit,Clear tutorial edit with screen recordings and annotations
906,801,Documentary Editing,Story-driven documentary with interviews and B-roll
907,520,Real Estate Walkthrough Edit,Smooth walkthrough edit with text overlays and music
908,275,Travel Vlog Editing,Vibrant travel vlog with cinematic color and transitions
909,315,Interview Editing,Professional interview edit with lower thirds and cutaways
910,690,Documentary Editing,Story-driven documentary with interviews and B-roll
911,5,Interview Editing,Professional interview edit with lower thirds and cutaways
912,34,YouTube Video Editing,"Professional YouTube editing with cuts, transitions, color correction"
913,27,Wedding Highlight Reel,Emotional highlight reel with music and color grade
914,810,Tutorial/Educational Edit,Clear tutorial edit with screen recordings and annotations
915,861,Social Media Ad Edit,Scroll-stopping social media ad with captions and CTA
916,840,Testimonial Video Edit,Authentic testimonial video with branding and subtitles
917,326,Event Recap Video,Engaging event recap with highlights and graphics
918,175,Product Review Edit,Clean product review with graphics and call-to-action
919,441,Documentary Editing,Story-driven documentary with interviews and B-roll
920,570,Sports Highlight Reel,Fast-paced sports montage with slow-mo and effects
921,198,Testimonial Video Edit,Authentic testimonial video with branding and subtitles
922,660,Sports Highlight Reel,Fast-paced sports montage with slow-mo and effects
923,849,Short Form Reels Editing,TikTok and Instagram reels with captions and effects
924,821,Product Review Edit,Clean product review with graphics and call-to-action
925,440,Wedding Highlight Reel,Emotional highlight reel with music and color grade
926,962,Sports Highlight Reel,Fast-paced sports montage with slow-mo and effects
927,746,Music Video Editing,Dynamic music video with beat-synced cuts and effects
928,413,Event Recap Video,Engaging event recap with highlights and graphics
929,530,Music Video Editing,Dynamic music video with beat-synced cuts and effects
930,448,Documentary Editing,Story-driven documentary with interviews and B-roll
931,102,Wedding Highlight Reel,Emotional highlight reel with music and color grade
932,517,Gaming Montage Editing,High energy gaming edits with effects and music sync
933,647,Product Review Edit,Clean product review with graphics and call-to-action
934,804,Sports Highlight Reel,Fast-paced sports montage with slow-mo and effects
935,864,Travel Vlog Editing,Vibrant travel vlog with cinematic color and transitions
936,858,Fitness Transformation Video,Before and after fitness video with energetic music
937,163,Event Recap Video,Engaging event recap with highlights and graphics
938,209,Podcast Video Editing,Clean podcast editing with audio sync and visuals
939,96,YouTube Video Editing,"Professional YouTube editing with cuts, transitions, color correction"
940,448,YouTube Video Editing,"Professional YouTube editing with cuts, transitions, color correction"
941,644,Product Review Edit,Clean product review with graphics and call-to-action
942,157,YouTube Video Editing,"Professional YouTube editing with cuts, transitions, color correction"
943,633,Fitness Transformation Video,Before and after fitness video with energetic music
944,943,Podcast Video Editing,Clean podcast editing with audio sync and visuals
945,586,Sports Highlight Reel,Fast-paced sports montage with slow-mo and effects
946,26,Wedding Highlight Reel,Emotional highlight reel with music and color grade
947,465,Tutorial/Educational Edit,Clear tutorial edit with screen recordings and annotations
948,192,Documentary Editing,Story-driven documentary with interviews and B-roll
949,669,Documentary Editing,Story-driven documentary with interviews and B-roll
950,305,Corporate Promo Video,Polished corporate promo with branding and animations
951,549,Documentary Editing,Story-driven documentary with interviews and B-roll
952,744,Sports Highlight Reel,Fast-paced sports montage with slow-mo and effects
953,789,Travel Vlog Editing,Vibrant travel vlog with cinematic color and transitions
954,676,Short Form Reels Editing,TikTok and Instagram reels with captions and effects
955,282,Podcast Video Editing,Clean podcast editing with audio sync and visuals
956,958,Wedding Highlight Reel,Emotional highlight reel with music and color grade
957,643,YouTube Video Editing,"Professional YouTube editing with cuts, transitions, color correction"
958,654,Product Review Edit,Clean product review with graphics and call-to-action
959,888,Gaming Montage Editing,High energy gaming edits with effects and music sync
960,114,Animation & Motion Graphics,Custom animations and motion graphics for any video
961,950,Testimonial Video Edit,Authentic testimonial video with branding and subtitles
962,126,Gaming Montage Editing,High energy gaming edits with effects and music sync
963,146,Real Estate Walkthrough Edit,Smooth walkthrough edit with text overlays and music
964,269,Music Video Editing,Dynamic music video with beat-synced cuts and effects
965,96,Podcast Video Editing,Clean podcast editing with audio sync and visuals
966,507,Tutorial/Educational Edit,Clear tutorial edit with screen recordings and annotations
967,935,Corporate Promo Video,Polished corporate promo with branding and animations
968,401,Gaming Montage Editing,High energy gaming edits with effects and music sync
969,503,YouTube Video Editing,"Professional YouTube editing with cuts, transitions, color correction"
970,424,Podcast Video Editing,Clean podcast editing with audio sync and visuals
971,499,Podcast Video Editing,Clean podcast editing with audio sync and visuals
972,216,Interview Editing,Professional interview edit with lower thirds and cutaways
973,385,Event Recap Video,Engaging event recap with highlights and graphics
974,649,Animation & Motion Graphics,Custom animations and motion graphics for any video
975,828,Music Video Editing,Dynamic music video with beat-synced cuts and effects
976,185,Real Estate Walkthrough Edit,Smooth walkthrough edit with text overlays and music
977,11,Music Video Editing,Dynamic music video with beat-synced cuts and effects
978,676,Product Review Edit,Clean product review with graphics and call-to-action
979,647,Testimonial Video Edit,Authentic testimonial video with branding and subtitles
980,876,Short Form Reels Editing,TikTok and Instagram reels with captions and effects
981,121,Event Recap Video,Engaging event recap with highlights and graphics
982,356,Cinematic Color Grade,Film-grade color correction and grading for any footage
983,629,Testimonial Video Edit,Authentic testimonial video with branding and subtitles
984,560,YouTube Video Editing,"Professional YouTube editing with cuts, transitions, color correction"
985,163,Social Media Ad Edit,Scroll-stopping social media ad with captions and CTA
986,760,Travel Vlog Editing,Vibrant travel vlog with cinematic color and transitions
987,949,Gaming Montage Editing,High energy gaming edits with effects and music sync
988,198,Testimonial Video Edit,Authentic testimonial video with branding and subtitles
989,31,Fitness Transformation Video,Before and after fitness video with energetic music
990,24,Social Media Ad Edit,Scroll-stopping social media ad with captions and CTA
991,525,Wedding Highlight Reel,Emotional highlight reel with music and color grade
992,222,Tutorial/Educational Edit,Clear tutorial edit with screen recordings and annotations
993,118,Corporate Promo Video,Polished corporate promo with branding and animations
994,31,Event Recap Video,Engaging event recap with highlights and graphics
995,142,Documentary Editing,Story-driven documentary with interviews and B-roll
996,86,Wedding Highlight Reel,Emotional highlight reel with music and color grade
997,275,Travel Vlog Editing,Vibrant travel vlog with cinematic color and transitions
998,494,Corporate Promo Video,Polished corporate promo with branding and animations
999,977,Podcast Video Editing,Clean podcast editing with audio sync and visuals
1000,357,Fitness Transformation Video,Before and after fitness video with energetic music
